head,relation,tail,label
Bad_Hair_Day_(film),spouse,Mark_Dacascos,0
Elements_of_Persuasion,bandMember,Concerto_Moon,0
John_Goossens,product,Biomedical_engineering,0
Thrust_(album),album,Keep_Your_Eye_on_Me,0
Bätterkinden,neighboringMunicipality,"Sins,_Aargau",0
"Sessa,_Ticino",neighboringMunicipality,Fahrwangen,0
"Braunau,_Switzerland",neighboringMunicipality,Willisau,0
"Braunau,_Switzerland",neighboringMunicipality,Ufhusen,0
Mark_Green_(Tennessee_politician),almaMater,University_of_Alabama_School_of_Law,0
Hit_It_from_the_Back,album,Hooray_for_Boobies,0
One_Monkey_Don't_Stop_No_Show,subsequentWork,Hooray_for_Boobies,0
René_Simões,team,Associação_Portuguesa_de_Desportos,0
Bacillales,order,Lactobacillales,0
Donde_Quiera_Que_Estés,producer,K._C._Porter,0
The_Clambakes_Series_Vol._1,publisher,Fujisankei_Communications_International,0
Ustad_Tafu,successor,James_Langevin,0
Ted_Gaskell,birthPlace,Teramo,0
It_Ended_on_an_Oily_Stage,previousWork,Oxbow_Lakes,0
Bätterkinden,neighboringMunicipality,Affeltrangen,0
Eschert,neighboringMunicipality,"Braunau,_Switzerland",0
The_Maxx_Is_Back,district,"Wallowa_County,_Oregon",0
The_Maxx_Is_Back,sourceMountain,Eagle_Cap_Wilderness,0
The_Maxx_Is_Back,sourcePlace,Eagle_Cap_Wilderness,0
Eschert,neighboringMunicipality,Bussnang,0
Bätterkinden,neighboringMunicipality,Tobel-Tägerschen,0
"Sessa,_Ticino",neighboringMunicipality,Aadorf,0
"Rapmasters:_From_Tha_Priority_Vaults,_Vol._4",team,Coventry_Sphinx_F.C.,0
Flüelen,neighboringMunicipality,Wuppenau,0
"Sessa,_Ticino",neighboringMunicipality,Hefenhofen,0
JLaine,associatedBand,House_of_Pain,0
JLaine,associatedMusicalArtist,House_of_Pain,0
Check_on_It,producer,Sean_Garrett,0
Vani_Rani_(TV_series),team,PAE_Kerkyra,0
Seabraia_sanguinicollis,team,Klubi-04,0
Mantrap_(1983_film),producer,Mark_White_(musician),0
Low_(Juicy_J_song),producer,Juicy_J,0
"Sessa,_Ticino",neighboringMunicipality,Münsterlingen,0
"Sessa,_Ticino",neighboringMunicipality,Lengwil,0
Daniele_Fortunato,team,A.S.D._Calcio_Ivrea,0
The_Neville_Brothers,recordLabel,Fog_City_Records,0
"Sessa,_Ticino",neighboringMunicipality,"Roggenburg,_Basel-Country",0
Gordon_Downie,director,Pete_Michels,0
No_Chris_Left_Behind,guest,Drew_Barrymore,0
Hell_Comes_to_Quahog,writer,Cherry_Chevapravatdumrong,0
It's_a_Trap!,previousWork,Hell_Comes_to_Quahog,0
It's_a_Trap!,subsequentWork,Saving_Private_Brian,0
North_Carolina_wine,subregion,Yamhill-Carlton_District_AVA,0
North_Carolina_wine,growingGrape,Black_Muscat,0
Pennsylvania_wine,growingGrape,Muscat_Blanc_à_Petits_Grains,0
Bartender_(Lady_Antebellum_song),previousWork,Manic_Monday,0
Fever_Dream_(novel),literaryGenre,Spy_fiction,0
Boyd_Jarvis,bandMember,Annika_Norlin,0
Off_the_Hook_(Xscape_album),relatedMeanOfTransportation,Simca_1000_Coupé,0
Characiformes,order,Eel,0
Familiars_(The_Antlers_album),language,Bulgarian_language,0
A._L._Philpott,birthPlace,"Martinsville,_Virginia",0
Vasile_Miriuță,team,CFR_Cluj,0
Swan_Creek_AVA,isPartOfWineRegion,Oregon_wine,0
Pennsylvania_wine,type,American_Viticultural_Area,0
John_Aldridge,team,New_Brighton_Tower_F.C.,0
Dungarvan,team,Citizen_AA,0
Maximus_Ongkili,team,HKFC_Soccer_Section,0
Giovanni_Bartolucci,assembly,Hiroshima_(Mazda_factory),0
Modern_Times_(film),assembly,Nanjing,0
Sardar_Papa_Rayudu,director,A._Kodandarami_Reddy,0
Rustum,writer,A._Kodandarami_Reddy,0
Noise_Won't_Stop,writer,Neil_Tennant,0
3rd:_Love_Paradise,writer,Chris_Lowe,0
"Sessa,_Ticino",neighboringMunicipality,Kleinlützel,0
Western_Desert_Campaign,place,Germany,0
Eubranchus_vittatus,spouse,Manvendra_Singh,0
Armando_Evangelista,managerClub,S.C._Salgueiros,0
Amor_Comprado,network,Venevisión,0
Parr_Reservoir,location,"Oconee_County,_South_Carolina",0
Gebran_Tueni,location,South_Carolina,0
Benjamin_De_Casseres,almaMater,Master_of_Public_Administration,0
William_J._Porter,formerPartner,Lindsay_Davis_(figure_skater),0
Boomerang_(Barenaked_Ladies_song),subsequentWork,Twisting_and_Shouting,0
Widerøe,targetAirport,Helsinki_Airport,0
Paul_Okon,influencedBy,Karl_Edward_Wagner,0
Tony_Licari,guest,Judy_Geeson,0
Besa_Kavajë,league,Albanian_Superliga,0
Besa_Kavajë,position,Albanian_Superliga,0
KUPB,sisterStation,KWNL-CD,0
Oscar_Rosander,birthPlace,Las_Palmas,0
Alan_Sheehan,binomialAuthority,Charles_Frédéric_Girard,0
Urie_Bronfenbrenner,almaMater,University_of_Oklahoma,0
Spooks:_The_Greater_Good,cinematography,James_Glennon,0
"Yates_City,_Illinois",team,FC_Etzella_Ettelbruck,0
Aharon_Doron,spouse,Peter_II_of_Portugal,0
Roses_of_Picardy_(film),starring,Paul_Whitsun-Jones,0
Josh_Osborne,city,"Orlando,_Florida",0
MLB_Network,owner,Cox_Communications,0
Soldiers_(You_Am_I_song),subsequentWork,Let_Me_Go_(Cake_song),0
RjDj,locationCity,Newcastle_upon_Tyne,0
Peter_Jöback,league,Championnat_National,0
Blue_Clear_Sky,position,Championnat_National,0
Kit_Bond,governor,Dave_Heineman,0
WNEU,owner,Universal_Studios,0
WKAQ-TV,owner,NBCUniversal,0
WNEU,owningCompany,Universal_Studios,0
NBCUniversal,parentCompany,Universal_Studios,0
William_A._Stone,region,Pennsylvania's_23rd_congressional_district,0
Kungälv_Municipality,ground,Bamako,0
Luis_Caffarelli,award,Golden_Phoenix_Awards,0
"Lake_Township,_Wayne_County,_Pennsylvania",birthPlace,Manukau_City,0
Sarah_M'Barek,league,Nigeria_National_League,0
Statistical_Probabilities,writer,Hans_Beimler_(screenwriter),0
Facets_(Star_Trek:_Deep_Space_Nine),previousWork,Statistical_Probabilities,0
No_Way_Out_(song),album,The_Cheetah_Girls_2_(soundtrack),0
Stuyvesant_High_School,ground,Belize_City,0
Paul_Doumer,primeMinister,Raymond_Barre,0
Archie_Goldie,hometown,Ayrshire,0
Florence_Ballard,album,Countdown_to_Ecstasy,0
Cruzeiro_Esporte_Clube,league,V.League_1,0
FIBA_Europe_Cup,position,V.League_1,0
"Walkertown,_North_Carolina",predecessor,Locomotive_Games,0
Papi_Kimoto,team,C.D._Aves,0
Nikos_Kehagias,team,Panetolikos_F.C.,0
Deportivo_Walter_Ferretti,ground,Panama,0
Hannibal_Rising_(film),team,History_of_U.S._Pergolettese_1932,0
"José_da_Câmara_Teles,_4th_Count_of_Ribeira_Grande",monarch,Peter_II_of_Portugal,0
Stanley_Consultants,team,NK_Zagorje,0
Martin_Buglione,birthPlace,Holbæk,0
2006_Djurgårdens_IF_season,team,Næstved_BK,0
Keflavík,birthPlace,Bibbiena,0
Back_on_My_Feet_Again,writer,Chris_Cross,0
Karl-Richard_Koßmann,birthPlace,Goslar,0
"Jason_White_(footballer,_born_1971)",team,SV_Werder_Bremen_II,0
The_Ship_Song,subsequentWork,Deanna_(song),0
La_Banda_(TV_series),company,Venevisión,0
Se_solicita_príncipe_azul,channel,Venevisión,0
Norman_Malcolm,sisterStation,WJBC-FM,0
Khyber_Pakhtunkhwa,populationPlace,South_Korea,0
ABC_iview,composer,Walter_Murphy,0
Vlado_Mirković,spouse,Harry_A._Pollard,0
John_Silber,riverMouth,Malheur_Lake,0
Loosen'_Control,team,A.S.D._Portogruaro,0
Rob_Hartnell,writer,Craig_Nicholls,0
Wade_MacNeil,genre,Latin,0
Anelia,hometown,Zgharta,0
Winnie_Lau,starring,Peggy_Knudsen,0
You_Will_Only_Break_My_Heart,writer,Sergio_Pizzorno,0
Sharra's_Exile,coverArtist,Gervasio_Gallardo,0
World's_Best_Science_Fiction:_1965,publisher,DAW_Books,0
Stephen_R._Fitzgarrald,ground,Stade_Numa-Daly_Magenta,0
1976_in_music,routeJunction,"Parkersburg,_West_Virginia",0
Revaz_Dzodzuashvili,managerClub,FC_Dynamo_Kyiv,0
Top_Down,album,Dr._Dre_Presents_the_Aftermath,0
INOJ,previousWork,Dr._Dre_Presents_the_Aftermath,0
Lynne_Woolstencroft,deathPlace,Saskatoon,0
William_Maclay_(Pennsylvania_senator),neighboringMunicipality,"Cham,_Switzerland",0
Nunca_Te_Olvidaré,subsequentWork,My_Girl_(Madness_song),0
91st_Indiana_Infantry_Regiment,battle,Battle_of_Raymond,0
Wanda_Hawley,team,Italy_national_under-15_football_team,0
Lock_Haven_University_of_Pennsylvania,broadcastArea,"Lock_Haven,_Pennsylvania",0
The_Upsetters,producer,Don_Gant,0
Heart_of_Gold_(Once_Upon_a_Time),guest,Emmanuelle_Vaugier,0
Guy_Morgan_(writer),starring,Hynden_Walch,0
Philip_Glenister,team,U.S._Arezzo,0
Michael_Eisner,foundedBy,Barry_Diller,0
Michael_Eisner,keyPerson,Barry_Diller,0
Barry_Diller,keyPerson,Michael_Eisner,0
Mark_Medlock,recordLabel,City_Slang,0
Cavigliano,neighboringMunicipality,Palagnedra,0
Disney_XD_(Southeast_Asia),previousWork,Too_Many_Cooks_(novel),0
Rock_Forever,recordedIn,"Silver_Lake,_Los_Angeles",0
Léo_Gago,distributor,Yari_Film_Group,0
Don_Franklin,parent,Susan_Hogan_(actress),0
Ealing_Studios,starring,Joe_Keaton,0
Zarjazz,recordLabel,Roc-La-Familia,0
Judge_Reinhold,musicComposer,Maury_Laws,0
"Sessa,_Ticino",neighboringMunicipality,Berg_am_Irchel,0
"Sessa,_Ticino",neighboringMunicipality,Marthalen,0
Trüllikon,neighboringMunicipality,Jestetten,0
"Sessa,_Ticino",neighboringMunicipality,Trüllikon,0
Marthalen,neighboringMunicipality,Laufen-Uhwiesen,0
"Sessa,_Ticino",neighboringMunicipality,Flaach,0
Vitaliy_Zheludok,starring,Uma_(actress),0
Adephaga,order,Schistonota,0
The_World's_Greatest_International_Hits,previousWork,Wild_Tiger_Woman,0
Ronnie_Dawson_(musician),birthPlace,"Wynnewood,_Oklahoma",0
Tha_Eastsidaz,associatedBand,Leroy_Burgess,0
Tha_Eastsidaz,associatedMusicalArtist,Leroy_Burgess,0
"Austin_Van_Catterton,_Sr.",restingPlace,South_Carolina,0
Élton_Giovanni,album,Educated_Horses,0
Achilles_'29,birthPlace,Fredrikstad,0
Paradise_by_the_Dashboard_Light,producer,Jim_Steinman,0
Icehouse_(album),team,Cosenza_Calcio,0
Jacques_Favre,ground,Montenegro,0
Babooshka_(song),album,The_Dreaming_(album),0
"Sessa,_Ticino",neighboringMunicipality,"Wildberg,_Switzerland",0
"Sessa,_Ticino",neighboringMunicipality,"Wila,_Switzerland",0
Kępno_County,subsequentWork,What_I_Want_(Dead_or_Alive_song),0
Northeast_Kingdom,nearestCity,Tabaco,0
Northeast_Kingdom,nearestCity,"Virac,_Catanduanes",0
Gmina_Poniec,previousWork,Misty_Circles,0
Oscar_Temaru,education,Swansea_University,0
Virgibacillus,species,Elk,0
Reminding_Me_(Of_Sef),producer,Madlib,0
Dave_Winfield_(footballer),neighboringMunicipality,"Aquila,_Switzerland",0
Sumgayit_FK,keyPerson,Todd_McFarlane,0
Sealink,successor,"Ernest_I,_Duke_of_Saxe-Gotha",0
What_Kind_of_Fool,musicalArtist,Connie_Smith,0
What_Kind_of_Fool,musicalBand,Connie_Smith,0
British_Leyland,team,Kulture_Yabra_FC,0
County_Limerick,birthPlace,Bondy,0
J._D._DeBlieux,residence,Louisiana,0
"Braunau,_Switzerland",neighboringMunicipality,Monte_Carasso,0
Can't_Keep_a_Good_Man_Down_(Eddie_Money_song),artist,Eddie_Money,0
Nelson_Glueck,owningCompany,Cocola_Broadcasting,0
Circus_(TV_series),neighboringMunicipality,Intragna,0
Think_About_Love_(song),previousWork,Don't_Call_It_Love,0
Don't_Call_It_Love,subsequentWork,Think_About_Love_(song),0
Oberwil_im_Simmental,neighboringMunicipality,"Sessa,_Ticino",0
Căile_Ferate_Române_Line_900,neighboringMunicipality,Sigirino,0
Hip_Hop_History,musicalArtist,Romeo_Miller,0
Hip_Hop_History,musicalBand,Romeo_Miller,0
John_Lind_(politician),starring,Attila_Hörbiger,0
Lily_of_the_Dust,author,The_Ultimate_Solution,0
Oberwil_im_Simmental,neighboringMunicipality,Astano,0
Oberwil_im_Simmental,neighboringMunicipality,Monteggio,0
Căile_Ferate_Române_Line_900,neighboringMunicipality,"Rivera,_Switzerland",0
Harvey_L._Vanier,part,Gmina_Drawsko_Pomorskie,0
Bob_Lanois,formerBandMember,The_John_Denver_Band,0
Algeciras,part,Gmina_Będzino,0
Sarbananda_Sonowal,birthPlace,Sri_Ganganagar,0
Keshubhai_Patel,primeMinister,Narendra_Modi,0
"Dell_Rapids,_South_Dakota",subsequentWork,Go_–_The_Very_Best_of_Moby,0
Hong_Kong_Champions_&_Chater_Cup,writer,Stacie_Orrico,0
Socialist_Party_of_Chile,musicalArtist,Stacie_Orrico,0
England_national_football_team,team,Nacional_Esporte_Clube_(MG),0
Fall_Creek_(Middle_Fork_Willamette_River),album,The_Open_Door,0
Hanna-Barbera's_All-Star_Comedy_Ice_Revue,voice,Joan_Gerber,0
FC_Samtredia,manager,Revaz_Dzodzuashvili,0
Fiorenzo_Carpi,album,Pretenders_(album),0
Something_Happened_to_Me_Yesterday,residence,"Plano,_Illinois",0
Theodor_Endres,birthPlace,Mainz,0
Caym:_Book_of_Angels_Volume_17,associatedBand,Don_Alias,0
Caym:_Book_of_Angels_Volume_17,associatedMusicalArtist,Don_Alias,0
From_the_Terrace,producer,Ernest_Lehman,0
Prosecutor,routeJunction,"Farmington,_Maine",0
"Sessa,_Ticino",neighboringMunicipality,Chamoson,0
Oberwil_im_Simmental,neighboringMunicipality,Conthey,0
Hradec_Králové,religion,Bengali_Hindus,0
Groovy_Little_Summer_Song,producer,Lee_Thomas_Miller,0
Ira_Tucker,ground,Morogoro,0
A_Town_Called_Paradise,previousWork,Vehicle_(The_Clean_album),0
Deloitte,product,Product_(business),0
George_Bellamy_(actor),managerClub,Almondsbury_Town_A.F.C.,0
George_Bellamy_(actor),birthPlace,"Kingswood,_South_Gloucestershire",0
St_Neots_Town_F.C.,routeEnd,Louisiana,0
Peter_Lehel,associatedBand,Aquarello,0
Peter_Lehel,associatedMusicalArtist,Aquarello,0
"Edinburg,_Texas",associatedBand,Vodka_Collins,0
Kim_Myung-min,associatedMusicalArtist,Vodka_Collins,0
Margaret_Alva,governor,Ram_Naik,0
Bretton_Byrd,series,Young_Wizards,0
Ken_Salazar,sisterStation,Viasat_Motor,0
Live_and_Let_Die_(album),associatedBand,Da_Lench_Mob,0
The_Perfect_Storm_(album),associatedMusicalArtist,Da_Lench_Mob,0
Muhammad_Fakhrudin,location,Tōhoku_region,0
"Whatever_Happened,_Happened",guest,M._C._Gainey,0
I_Do_(Lost),guest,Kim_Dickens,0
Julie_Dawn_Cole,restingPlace,Guildford,0
"Lac-Mégantic,_Quebec",associatedBand,Towa_Carson,0
"Lac-Mégantic,_Quebec",associatedMusicalArtist,Towa_Carson,0
Franciszek_Ksawery_Lampi,isPartOf,Mashonaland_West_Province,0
The_Flenser,recordLabel,Zappa_Records,0
Nepticulidae,family,Zygaenoidea,0
Machete_(film),notableWork,Lost_(TV_series),0
Afro-Cuban_jazz,associatedBand,Jazz,0
Afro-Cuban_jazz,associatedMusicalArtist,Jazz,0
Private_Dancer,recordedIn,1983_in_music,0
Ocypodoidea,family,Dotillidae,0
Yum_Jung-ah,neighboringMunicipality,Betten,0
Seo_Woo,neighboringMunicipality,Martisberg,0
The_Bourne_Supremacy,previousWork,The_Grass_Crown_(novel),0
Bajaj_Group,product,Digital_camera,0
Verdine_White,product,Home_appliance,0
The_Warfare_of_Genghis_Khan,team,East_Germany_national_under-21_football_team,0
Kiss_You_Back,album,Me_Against_the_World,0
I_Kissed_a_Girl,subsequentWork,Tell_Me_Do_U_Wanna,0
Yahaya_Mohammed,album,Off_the_Hook_(Xscape_album),0
The_River's_End_(film),starring,Ralph_Meeker,0
2_in_the_Morning,musicalArtist,John_Travolta,0
2_in_the_Morning,musicalBand,John_Travolta,0
When_I'm_Gone_(Albert_Hammond_song),producer,Michael_Omartian,0
Martin_Rushent,associatedBand,Giorgio_Moroder,0
Martin_Rushent,associatedMusicalArtist,Giorgio_Moroder,0
Superman/Batman:_Public_Enemies,author,Alan_Burnett,0
A_Delicate_Balance_(film),starring,Tony_Jay,0
Job_Bartram,residence,"Fairfield,_Connecticut",0
Charles_A.R._Dimon,almaMater,Brandeis_University,0
Daniel_B._Shapiro,knownFor,Computer_simulation,0
Hyundai_i30,manufacturer,Kia_Motors,0
"Marshfield,_Wisconsin",writer,Bill_Martin_(musician),0
Ian_White_(footballer),producer,Bill_Martin_(musician),0
I_Wanna_Feel_Something,musicComposer,Joseph_Arthur,0
Tata_Manavadu,starring,J._V._Somayajulu,0
Maqsad,musicComposer,Pasupuleti_Ramesh_Naidu,0
"Sessa,_Ticino",neighboringMunicipality,Auboranges,0
"Sessa,_Ticino",neighboringMunicipality,"Écublens,_Fribourg",0
Marimekko,regionServed,Finland,0
David_Ferrie,militaryUnit,7th_Infantry_Regiment_(United_States),0
Samuel_P._Spear,battle,Battle_of_Molino_del_Rey,0
Fnac,division,Entertainment_One_Distribution,0
All_That_Is_Heavy,parentCompany,Entertainment_One_Distribution,0
Manny_Elias,recordLabel,Winter_&_Winter_Records,0
Coupling_(UK_TV_series),starring,Kate_Reid,0
Karen_Iwata,associatedBand,Nogizaka46,0
Karen_Iwata,associatedMusicalArtist,Nogizaka46,0
Anime_salve,artist,Nanci_Griffith,0
Too_Little_Too_Late,writer,Fefe_Dobson,0
Start_All_Over,musicalArtist,Fefe_Dobson,0
Start_All_Over,musicalBand,Fefe_Dobson,0
Start_All_Over,subsequentWork,Everything_(Fefe_Dobson_song),0
Start_All_Over,previousWork,Take_Me_Away_(Fefe_Dobson_song),0
Ray_Scott_(singer),deathPlace,"Poughkeepsie,_New_York",0
Birdseye_(film),company,Carlton_Television,0
Saladin,league,Division_1_Féminine,0
Yvon_Neptune,position,Division_1_Féminine,0
CBS_Paramount_Network_Television,owner,Charter_Company,0
CBS_Paramount_Network_Television,owningCompany,Charter_Company,0
Charter_Company,parentCompany,CBS_Paramount_Network_Television,0
When_the_Money's_Gone,child,Patricia_Ford_(politician),0
2015_Veikkausliiga,successor,Patricia_Ford_(politician),0
Manukau_City,birthPlace,"Republic_County,_Kansas",0
I_Touch_Myself,previousWork,When_the_Money's_Gone,0
Fury_(Star_Wars_novel),team,Catarroja_CF,0
Phil_Bates,bandMember,Parthenon_Huxley,0
Parthenon_Huxley,formerBandMember,Phil_Bates,0
Franco–Siamese_War,ground,Mendoza_Province,0
WJMM-FM,programmeFormat,Christian_radio,0
Ferrari_599_GTB_Fiorano,state,Khentii_Province,0
Pasivadi_Pranam,starring,Rao_Gopal_Rao,0
The_Story_of_Piera,cinematography,Gianni_Di_Venanzo,0
The_Night_of_the_Generals,editing,Ruggero_Mastroianni,0
Oleg_Dineyev,birthPlace,Tajikistan,0
WEZW,broadcastArea,"Atlantic_City,_New_Jersey",0
Discouraged_Ones,sisterStation,WEZW,0
Yangpu_District,mouthMountain,Midford,0
Hold_That_Tiger_(horse),mouthPlace,Midford,0
"Sessa,_Ticino",neighboringMunicipality,Sorens,0
Equestrian_at_the_1924_Summer_Olympics_–_Team_eventing,parent,"Gaston,_Count_of_Eu",0
South_Khorasan_Province,isPartOf,Tehran_Province,0
Lavasan-e_Bozorg_Rural_District,part,Rudbar-e_Qasran_District,0
Fazl_Rural_District_(Razavi_Khorasan_Province),part,Asara_District,0
Porky_Freeman,birthPlace,"Hampton,_Virginia",0
The_Birthday_(The_Vampire_Diaries),team,Asociación_Atlética_Luján_de_Cuyo,0
Aliyan_Rural_District,part,Central_District_(Fuman_County),0
Aliyan_Rural_District,part,Sardar-e_Jangal_District,0
Shemiranat_County,part,Central_District_(Shahin_Dezh_County),0
Shemiranat_County,part,Yazdanabad_District,0
Hoseynabad_Rural_District_(Isfahan_Province),isPartOf,South_Khorasan_Province,0
Hockenheim,team,TSG_Backnang_1919,0
William_T._Carpenter,birthPlace,"Mount_Airy,_North_Carolina",0
Natural_(Peter_Andre_album),ground,Stade_du_28_Septembre,0
Grêmio_Atlético_Farroupilha,ground,Conakry,0
Athlético_de_Coléah,position,Guinée_Championnat_National,0
Chhabildas_Mehta,successor,"John_George_II,_Duke_of_Saxe-Eisenach",0
Rabaul,team,RBC_Roosendaal,0
Western_Association_of_Schools_and_Colleges,regionServed,Guernsey,0
I_Can't_Go_for_That_(No_Can_Do),artist,Hall_&_Oates,0
Ray_Blanchard,politicalPartyInLegislature,Bahujan_Samaj_Party,0
Brian_S._Hartley,doctoralAdvisor,Jayant_Narlikar,0
Venom_(Bullet_for_My_Valentine_album),musicalArtist,Bullet_for_My_Valentine,0
Venom_(Bullet_for_My_Valentine_album),musicalBand,Bullet_for_My_Valentine,0
Daddy_Stovepipe,associatedBand,Joey_Dee_and_the_Starliters,0
Daddy_Stovepipe,associatedMusicalArtist,Joey_Dee_and_the_Starliters,0
Five_Senses_of_Eros,starring,Yum_Jung-ah,0
Phuket_Province,isPartOf,Mae_Hong_Son_Province,0
Clarence_J._A._Turner,race,Alabama_Stakes,0
Sky_Conqueror,award,Canadian_Horse_of_the_Year,0
Soldiers_(You_Am_I_song),previousWork,Amsterdam_(Van_Halen_song),0
Western_Publishing,parentCompany,Penguin_Group,0
Part_3_(KC_and_the_Sunshine_Band_album),recordedIn,1976_in_music,0
Bariwali,narrator,George_Fenneman,0
The_Proud_Family_Movie,starring,George_Fenneman,0
Doggone_Right,musicComposer,Albert_Glasser,0
Frank_Catrone,race,Kentucky_Cup_Turf_Stakes,0
Frank_Catrone,race,Massachusetts_Handicap,0
Richard_Street,birthPlace,Las_Vegas,0
Sverre_Sears,formerTeam,Binghamton_Dusters,0
Fox_Soccer,broadcastArea,Georgia_(U.S._state),0
Fox_College_Sports,broadcastArea,South_Carolina,0
BellSouth,headquarter,Georgia_(U.S._state),0
Millard_Powers,instrument,Gretsch_6120,0
Johnsonville_Branch,inflow,"River_Dee,_Galloway",0
Shahram_Shabpareh,previousWork,Now_I'm_a_Cowboy,0
The_Legend_of_Spyro:_The_Eternal_Night,gameEngine,Vicious_Engine,0
Arch_Rivals,genre,Collectible_card_game,0
The_Big_Lad_in_the_Windmill,subsequentWork,Bad_Attitude_(album),0
Alfred_C._Smith,birthPlace,"Mullins,_South_Carolina",0
Stefan_Białas,team,Jagiellonia_Białystok,0
"Gilbert,_Arizona",city,"Benbrook,_Texas",0
Unix-like,operatingSystem,IBM_AIX,0
Suhl,isPartOf,Freiburg_im_Breisgau,0
Only_(Nine_Inch_Nails_song),writer,Brandon_Flowers,0
Olin_Corporation,birthPlace,A_Coruña,0
Playing_the_Angel,producer,Iva_Davies,0
Tears_Don't_Fall,writer,The_Pharcyde,0
Only_You_(Portishead_song),musicalArtist,The_Pharcyde,0
Only_You_(Portishead_song),musicalBand,The_Pharcyde,0
Alexander_Thamm,birthPlace,Emmendingen,0
Medicine_(band),associatedBand,Gustavo_Cerati,0
Medicine_(band),associatedMusicalArtist,Gustavo_Cerati,0
Damned_in_Black,associatedMusicalArtist,Rotting_Christ,0
"Burkeville,_Virginia",birthPlace,Zaanstad,0
Regional_Council_of_Lombardy,mainInterest,Religious_studies,0
Anton_Babchuk,formerTeam,HC_MVD,0
Franco–Siamese_War,ground,Madagascar,0
Mythology,genre,Music_video,0
The_Job_(2013_TV_series),genre,Anthology,0
Monkey_Business_(album),writer,James_Redford,0
Paul_Erdős,award,Sloan_Fellowship,0
Maximus_Ongkili,party,Sarawak_United_Peoples'_Party,0
KRCW-TV,successor,Maximus_Ongkili,0
Horse_Called_War,writer,Tony_Rey,0
Versatile_Toppings,team,Anhui_Jiufang_F.C.,0
Indian_Gorkha,author,Stephen_R._Donaldson,0
"Ramon_Berenguer_III,_Count_of_Barcelona",restingPlace,Barcelona,0
Álvaro_Soler,residence,Barcelona,0
Acatenango_(horse),bandMember,Talkdemonic,0
Patrick_White,academicAdvisor,Thomas_Jones_(mathematician),0
Better_Than,producer,Bob_Power,0
Petticoat_Larceny,cinematography,Jack_MacKenzie,0
Engine_Down,associatedBand,From_Autumn_to_Ashes,0
Engine_Down,associatedMusicalArtist,From_Autumn_to_Ashes,0
Baek_Jin-hee,almaMater,"University_of_California,_Hastings_College_of_the_Law",0
Ride_Like_the_Wind,previousWork,The_Summer_Collection:_Greatest_Hits,0
Ex:el,subsequentWork,The_Ultimate_Collection_(Donna_Summer_album),0
